ID_Cliente;Genero;Jubilado;Pareja;Dependientes;Antigüedad;Abandono
821;Male;0;Yes;No;64;No
822;Male;1;Yes;Yes;64;No
823;Male;0;No;No;1;No
824;Male;0;Yes;No;66;No
825;Female;0;No;No;7;No
826;Female;0;No;Yes;4;Yes
827;Female;0;No;No;63;No
828;Male;0;Yes;No;3;Yes
829;Female;1;Yes;No;32;Yes
830;Male;0;No;No;31;No
831;Male;0;No;No;13;Yes
832;Male;0;No;Yes;45;No
833;Male;0;No;No;5;No
834;Male;0;Yes;Yes;38;No
835;Female;0;Yes;Yes;67;No
836;Female;0;No;No;20;No
837;Female;0;No;Yes;53;No
838;Female;0;Yes;Yes;37;No
839;Female;0;No;No;24;No
840;Female;0;No;No;25;No
841;Female;0;No;No;41;No
842;Male;0;Yes;No;3;Yes
843;Male;0;No;No;40;No
844;Female;0;Yes;Yes;70;Yes
845;Female;0;Yes;No;72;No
846;Male;0;No;No;1;No
847;Male;0;Yes;No;51;No
848;Male;0;Yes;Yes;54;No
849;Male;0;Yes;Yes;36;No
850;Male;0;No;Yes;5;No
851;Male;0;Yes;Yes;34;No
852;Female;0;Yes;No;14;Yes
853;Female;0;No;No;1;No
854;Male;0;Yes;No;54;Yes
855;Male;0;No;No;31;No
856;Female;1;No;No;10;Yes
857;Female;0;Yes;Yes;48;No
858;Female;0;Yes;Yes;30;No
859;Female;0;No;No;39;Yes
860;Male;0;Yes;No;57;No
861;Male;0;Yes;No;72;No
862;Female;0;Yes;Yes;24;No
863;Male;0;No;No;1;Yes
864;Female;0;Yes;No;17;No
865;Male;0;Yes;Yes;3;Yes
866;Female;0;Yes;No;42;No
867;Male;1;No;No;2;No
868;Female;0;Yes;No;53;No
869;Female;0;No;No;5;No
870;Female;0;Yes;No;59;No
871;Male;0;No;No;1;No
872;Male;0;Yes;Yes;63;No
873;Male;0;No;No;25;No
874;Male;0;No;No;48;Yes
875;Female;0;No;No;1;Yes
876;Female;1;Yes;No;54;No
877;Female;0;No;No;63;No
878;Male;0;No;No;44;No
879;Male;0;Yes;Yes;71;No
880;Male;0;Yes;Yes;19;No
881;Male;0;Yes;Yes;72;No
882;Female;0;No;No;23;No
883;Male;0;Yes;Yes;54;No
884;Male;0;Yes;No;47;Yes
885;Female;1;Yes;Yes;72;No
886;Female;0;No;No;2;No
887;Female;0;Yes;Yes;67;No
888;Male;0;No;No;44;Yes
889;Male;0;No;No;27;No
890;Male;1;No;No;51;Yes
891;Female;0;Yes;Yes;4;Yes
892;Female;1;Yes;No;4;Yes
893;Female;0;No;Yes;1;No
894;Female;0;Yes;Yes;12;No
895;Male;0;No;No;27;No
896;Male;1;No;No;25;Yes
897;Male;0;No;No;45;Yes
898;Male;1;No;No;3;Yes
899;Female;0;Yes;No;65;No
900;Female;0;Yes;Yes;15;No
901;Male;0;No;Yes;39;No
902;Female;0;No;No;39;Yes
903;Female;0;Yes;Yes;49;No
904;Female;1;No;No;25;Yes
905;Male;0;No;No;11;No
906;Female;0;No;No;7;No
907;Female;0;Yes;Yes;45;No
908;Male;0;Yes;Yes;13;No
909;Male;0;No;Yes;1;Yes
910;Male;0;No;Yes;54;No
911;Male;1;Yes;No;71;No
912;Female;0;No;No;1;Yes
913;Male;0;Yes;Yes;53;No
914;Female;0;Yes;Yes;19;No
915;Male;0;No;No;14;No
916;Female;0;Yes;No;15;No
917;Male;0;Yes;Yes;58;No
918;Male;0;Yes;No;66;Yes
919;Female;0;No;No;19;No
920;Female;0;Yes;No;53;Yes
921;Male;1;No;No;67;No
922;Female;0;No;Yes;15;No
923;Male;0;Yes;No;70;No
924;Male;0;No;No;40;No
925;Female;0;Yes;Yes;35;No
926;Male;0;Yes;Yes;72;No
927;Male;0;Yes;Yes;7;No
928;Male;0;Yes;Yes;34;No
929;Male;0;Yes;No;1;Yes
930;Male;0;Yes;Yes;13;No
931;Female;0;Yes;No;47;No
932;Female;1;Yes;No;16;Yes
933;Female;0;No;No;72;No
934;Male;1;Yes;No;45;No
935;Male;1;Yes;No;58;No
936;Male;0;Yes;Yes;4;No
937;Female;0;Yes;No;71;No
938;Female;1;Yes;No;72;No
939;Female;0;Yes;Yes;3;Yes
940;Female;1;No;No;45;No
941;Male;0;No;No;1;Yes
942;Male;0;Yes;Yes;58;No
943;Male;0;No;No;1;Yes
944;Male;0;No;No;5;No
945;Male;1;Yes;No;54;No
946;Male;0;Yes;Yes;72;No
947;Female;0;Yes;Yes;51;No
948;Male;0;Yes;Yes;16;No
949;Female;0;Yes;No;58;No
950;Female;0;Yes;Yes;37;No
951;Male;0;No;No;2;Yes
952;Male;0;No;No;1;Yes
953;Male;1;Yes;No;33;No
954;Male;0;Yes;Yes;62;No
955;Male;0;No;No;18;No
956;Female;0;No;No;54;No
957;Male;0;No;Yes;56;No
958;Female;0;No;Yes;10;No
959;Male;0;No;No;6;No
960;Male;0;Yes;No;9;Yes
961;Male;1;No;No;65;No
962;Male;0;No;Yes;24;No
963;Male;1;No;No;9;No
964;Male;1;Yes;Yes;71;No
965;Female;0;No;No;29;No
966;Female;0;Yes;Yes;52;No
967;Female;0;Yes;No;69;No
968;Female;0;Yes;No;55;No
969;Male;0;No;No;5;Yes
970;Female;0;Yes;Yes;59;No
971;Female;0;Yes;Yes;25;Yes
972;Female;0;No;No;11;No
973;Female;1;No;No;1;Yes
974;Male;0;No;No;4;No
975;Male;0;No;No;1;No
976;Female;0;Yes;Yes;22;No
977;Female;1;Yes;No;38;No
978;Male;0;No;No;13;No
979;Male;0;No;No;68;No
980;Male;1;Yes;No;1;Yes
981;Female;0;Yes;Yes;24;No
982;Female;0;Yes;No;42;Yes
983;Female;1;No;No;56;No
984;Male;0;No;No;6;No
985;Male;0;No;No;6;No
986;Male;0;No;No;28;Yes
987;Male;0;No;No;20;No
988;Male;0;Yes;No;61;No
989;Male;0;Yes;No;72;No
990;Female;0;Yes;Yes;45;No
991;Male;0;Yes;Yes;23;No
992;Male;0;Yes;Yes;64;No
993;Female;0;Yes;Yes;6;No
994;Male;0;Yes;Yes;25;No
995;Female;0;Yes;Yes;57;No
996;Male;1;No;No;38;Yes
997;Male;0;Yes;Yes;67;No
998;Male;1;Yes;No;58;Yes
999;Female;0;Yes;No;61;No
1000;Female;1;No;No;2;Yes
1001;Male;0;No;No;52;No
1002;Male;0;No;No;4;No
1003;Male;0;Yes;Yes;52;No
1004;Female;0;No;No;1;Yes
1005;Female;1;No;No;38;Yes
1006;Female;0;Yes;No;44;Yes
1007;Female;0;Yes;Yes;39;No
1008;Female;0;Yes;Yes;8;No
1009;Female;0;Yes;Yes;72;No
1010;Male;0;Yes;Yes;70;No
1011;Female;0;Yes;No;72;No
1012;Female;0;No;No;49;No
1013;Male;0;No;Yes;6;No
1014;Male;1;No;No;21;No
1015;Male;0;No;No;27;No
1016;Female;0;Yes;No;21;No
1017;Female;0;No;No;2;Yes
1018;Male;0;Yes;Yes;43;No
1019;Female;0;Yes;No;1;Yes
1020;Male;0;No;No;3;No
1021;Female;0;No;No;12;Yes
1022;Male;0;Yes;No;72;No
1023;Male;0;Yes;Yes;71;No
1024;Female;0;Yes;Yes;8;Yes
1025;Female;0;No;No;70;No
1026;Male;0;Yes;Yes;62;No
1027;Male;0;No;No;7;Yes
1028;Female;1;Yes;No;1;Yes
1029;Male;0;No;No;27;No
1030;Male;1;Yes;Yes;43;Yes
1031;Male;0;Yes;No;71;No
1032;Female;0;No;No;35;No
1033;Female;0;Yes;Yes;32;No
1034;Female;1;Yes;No;14;Yes
1035;Female;0;No;Yes;62;Yes
1036;Male;0;No;Yes;27;No
1037;Male;0;No;No;10;Yes
1038;Male;1;Yes;No;64;No
1039;Male;0;Yes;No;72;No
1040;Male;0;Yes;Yes;19;No
1041;Male;0;No;No;9;No
1042;Female;0;No;No;1;No
1043;Male;0;No;No;66;No
1044;Female;1;No;No;27;No
1045;Female;0;No;No;8;No
1046;Male;1;Yes;No;7;Yes
1047;Male;1;No;No;33;No
1048;Female;0;Yes;No;70;No
1049;Female;1;No;No;20;Yes
1050;Male;0;No;No;28;Yes
1051;Female;0;Yes;Yes;72;No
1052;Male;1;No;No;55;Yes
1053;Male;0;No;No;50;No
1054;Female;0;Yes;No;58;No
1055;Female;1;No;No;15;Yes
1056;Female;0;Yes;No;12;No
1057;Male;0;No;No;31;No
1058;Male;0;No;No;56;No
1059;Female;0;Yes;No;18;No
1060;Female;1;Yes;No;72;No
1061;Female;1;Yes;Yes;12;No
1062;Female;0;Yes;Yes;17;Yes
1063;Female;0;Yes;Yes;29;No
1064;Female;0;Yes;No;70;No
1065;Female;0;No;No;10;No
1066;Female;0;Yes;Yes;18;No
1067;Female;0;Yes;No;46;No
1068;Male;0;No;No;53;No
1069;Female;0;No;No;2;Yes
1070;Male;1;Yes;No;12;Yes
1071;Male;0;Yes;No;15;No
1072;Male;0;No;No;9;Yes
1073;Female;0;Yes;No;43;No
1074;Male;0;No;No;35;No
1075;Male;0;No;No;36;No
1076;Female;0;Yes;No;6;Yes
1077;Female;0;Yes;Yes;17;Yes
1078;Female;0;Yes;Yes;48;No
1079;Male;0;Yes;Yes;22;No
1080;Female;1;Yes;No;12;No
1081;Male;0;No;No;1;Yes
1082;Male;0;Yes;No;50;No
1083;Male;0;No;No;1;Yes
1084;Female;0;No;No;21;No
1085;Female;0;No;No;24;No
1086;Male;0;Yes;No;63;No
1087;Female;0;Yes;Yes;36;No
1088;Female;1;No;No;40;No
1089;Female;1;No;No;44;No
1090;Female;1;Yes;No;71;No
1091;Female;0;No;No;22;No
1092;Male;0;Yes;Yes;65;Yes
1093;Male;0;Yes;Yes;65;No
1094;Male;0;No;No;46;No
1095;Female;0;Yes;Yes;72;No
1096;Female;0;No;No;47;No
1097;Male;0;Yes;Yes;28;No
1098;Male;0;Yes;Yes;31;No
1099;Male;0;Yes;Yes;24;No
1100;Male;0;Yes;Yes;19;Yes
1101;Male;0;No;No;71;No
1102;Male;0;Yes;Yes;57;No
1103;Female;1;No;No;7;No
1104;Male;0;Yes;Yes;64;No
1105;Male;0;No;No;13;Yes
1106;Male;1;No;No;5;Yes
1107;Male;0;Yes;No;31;No
1108;Male;0;No;No;2;No
1109;Female;0;No;No;2;No
1110;Male;1;No;No;30;No
1111;Female;0;No;No;6;No
1112;Male;1;Yes;No;41;Yes
1113;Male;0;No;No;11;No
1114;Female;0;Yes;Yes;72;No
1115;Female;0;No;No;2;No
1116;Female;1;Yes;No;23;No
1117;Male;0;Yes;Yes;72;No
1118;Female;0;Yes;Yes;31;Yes
1119;Male;0;Yes;Yes;2;No
1120;Male;0;Yes;No;66;No
1121;Male;0;No;Yes;52;No
1122;Male;0;Yes;No;66;No
1123;Male;0;Yes;No;71;No
1124;Male;0;Yes;Yes;63;No
1125;Female;0;Yes;No;10;No
1126;Female;0;Yes;No;23;No
1127;Male;0;No;No;9;No
1128;Male;0;No;No;3;No
1129;Male;0;Yes;No;23;No
1130;Female;1;Yes;No;52;No
1131;Female;0;Yes;Yes;42;No
1132;Female;0;Yes;Yes;64;No
1133;Female;0;No;No;28;No
1134;Male;0;No;No;34;No
1135;Male;0;No;No;2;Yes
1136;Female;1;Yes;No;71;No
1137;Female;0;No;No;36;No
1138;Male;1;Yes;No;14;No
1139;Female;1;Yes;Yes;72;No
1140;Female;0;Yes;Yes;64;No
1141;Male;0;No;No;9;Yes
1142;Female;0;No;No;14;No
1143;Female;0;No;No;19;No
1144;Female;1;No;No;33;Yes
1145;Female;0;No;No;21;Yes
1146;Male;0;Yes;Yes;4;No
1147;Male;1;No;No;50;No
1148;Female;0;No;No;66;No
1149;Male;0;No;No;17;No
1150;Male;0;No;No;1;Yes
1151;Female;0;Yes;Yes;72;No
1152;Male;0;Yes;No;33;No
1153;Male;0;No;No;63;No
1154;Female;0;No;No;1;No
1155;Male;0;No;No;3;No
1156;Female;0;No;No;18;No
1157;Male;0;Yes;Yes;71;No
1158;Male;0;No;No;26;No
1159;Male;1;No;No;72;No
1160;Male;0;No;No;2;Yes
1161;Male;0;Yes;Yes;42;No
1162;Female;0;No;Yes;1;Yes
1163;Female;0;Yes;Yes;6;Yes
1164;Male;0;No;No;1;Yes
1165;Female;1;Yes;No;54;Yes
1166;Female;0;No;No;23;No
1167;Female;0;Yes;Yes;14;No
1168;Male;0;No;No;1;No
1169;Female;0;No;No;1;No
1170;Male;1;Yes;No;17;No
1171;Male;0;Yes;Yes;13;No
1172;Female;0;Yes;No;41;No
1173;Female;0;Yes;Yes;68;No
1174;Male;0;No;No;2;No
1175;Female;0;No;No;1;No
1176;Female;0;No;Yes;40;No
1177;Male;0;No;No;6;No
1178;Female;0;Yes;No;67;No
1179;Female;0;Yes;Yes;20;No
1180;Male;0;No;Yes;54;No
1181;Female;0;No;Yes;11;Yes
1182;Female;0;Yes;No;53;Yes
1183;Male;0;No;No;9;No
1184;Male;0;No;No;4;No
1185;Male;0;Yes;Yes;47;No
1186;Male;0;No;No;4;No
1187;Female;0;No;No;34;No
1188;Female;0;No;No;7;No
1189;Female;0;Yes;No;41;No
1190;Female;0;No;No;6;Yes
1191;Male;0;No;No;18;No
1192;Female;0;Yes;Yes;50;Yes
1193;Female;1;Yes;No;8;Yes
1194;Female;0;No;No;10;Yes
1195;Female;0;Yes;Yes;49;No
1196;Male;0;No;Yes;51;No
1197;Female;0;No;Yes;4;No
1198;Female;0;No;No;23;No
1199;Male;1;No;No;16;Yes
1200;Female;0;Yes;Yes;15;No
1201;Female;1;Yes;No;48;No
1202;Male;0;No;No;7;No
1203;Female;0;No;No;13;No
1204;Female;0;Yes;No;71;No
1205;Male;1;Yes;No;69;No
1206;Male;1;Yes;No;4;Yes
1207;Male;0;No;No;21;No
1208;Male;0;Yes;Yes;63;No
1209;Male;0;No;Yes;15;No
1210;Male;0;No;No;57;No
1211;Male;0;Yes;No;24;No
1212;Male;0;Yes;No;37;No
1213;Male;0;Yes;No;38;No
1214;Female;0;Yes;Yes;25;Yes
1215;Male;0;No;Yes;29;No
1216;Female;1;No;No;1;Yes
1217;Female;0;Yes;No;68;No
1218;Female;0;Yes;No;71;No
1219;Female;0;Yes;No;46;No
1220;Female;0;No;No;1;Yes
1221;Male;1;No;No;1;No
1222;Male;0;No;No;13;No
1223;Female;0;Yes;No;65;No
1224;Male;0;Yes;No;37;No
1225;Male;0;No;Yes;20;Yes
1226;Female;0;No;No;68;No
1227;Male;0;No;No;24;No
1228;Female;0;Yes;Yes;3;No
1229;Female;0;No;No;33;No
1230;Male;0;No;No;4;No
1231;Female;0;Yes;Yes;19;No
1232;Male;0;Yes;Yes;72;No
1233;Female;1;Yes;No;71;No
1234;Female;0;No;No;36;No
1235;Female;0;Yes;Yes;65;No
1236;Female;0;No;No;1;Yes
1237;Male;0;Yes;No;8;Yes
1238;Male;0;No;No;24;No
1239;Male;0;Yes;No;71;No
1240;Female;0;Yes;Yes;69;No
1241;Female;0;No;No;50;No
1242;Female;0;No;No;42;Yes
1243;Female;0;Yes;No;4;No
1244;Male;0;Yes;No;1;No
1245;Female;0;Yes;Yes;35;No
1246;Female;1;No;No;2;Yes
1247;Female;1;No;No;31;Yes
1248;Male;0;Yes;No;9;No
1249;Male;0;Yes;No;72;No
1250;Male;0;Yes;No;63;No
1251;Female;0;No;No;35;No
1252;Male;0;No;No;66;No
1253;Male;0;Yes;Yes;69;No
1254;Male;0;No;Yes;15;No
1255;Female;0;No;No;37;Yes
1256;Male;0;Yes;Yes;50;Yes
1257;Female;1;Yes;Yes;48;No
1258;Male;0;No;No;13;Yes
1259;Female;0;Yes;No;26;No
1260;Female;0;No;No;13;No
1261;Male;0;No;No;60;No
1262;Female;0;Yes;Yes;12;Yes
1263;Female;0;Yes;No;6;Yes
1264;Female;1;Yes;No;24;Yes
1265;Female;0;No;No;8;No
1266;Male;0;No;Yes;1;No
1267;Female;0;No;Yes;26;No
1268;Male;0;Yes;No;47;No
1269;Male;1;Yes;No;69;No
1270;Female;0;No;No;7;Yes
1271;Female;0;No;No;2;Yes
1272;Male;0;Yes;Yes;33;Yes
1273;Female;1;Yes;No;68;Yes
1274;Female;1;No;No;46;Yes
1275;Female;0;Yes;No;53;Yes
1276;Male;0;Yes;Yes;17;Yes
1277;Male;0;Yes;Yes;26;No
1278;Male;0;No;Yes;50;No
1279;Male;0;Yes;No;7;No
1280;Female;0;Yes;Yes;72;No
1281;Male;0;Yes;No;40;Yes
1282;Male;0;No;No;4;No
1283;Female;0;Yes;No;52;No
1284;Male;0;No;Yes;1;Yes
1285;Male;0;Yes;Yes;40;No
1286;Female;0;Yes;Yes;29;No
1287;Male;0;No;Yes;43;No
1288;Female;0;No;No;67;No
1289;Male;0;No;No;39;No
1290;Female;1;No;No;1;No
1291;Female;0;Yes;Yes;11;Yes
1292;Female;0;Yes;Yes;72;No
1293;Male;0;No;No;61;No
1294;Female;0;No;No;36;No
1295;Male;1;Yes;No;34;No
1296;Female;0;No;Yes;9;Yes
1297;Male;0;Yes;No;64;No
1298;Male;0;No;No;72;No
1299;Male;1;Yes;No;41;No
1300;Male;0;Yes;No;18;Yes
1301;Female;0;No;No;1;No
1302;Female;0;Yes;Yes;72;No
1303;Male;1;Yes;No;38;No
1304;Female;0;No;No;11;No
1305;Male;0;Yes;Yes;71;No
1306;Female;0;No;No;42;No
1307;Male;1;Yes;No;30;No
1308;Female;0;No;No;1;No
1309;Female;0;No;No;9;No
1310;Female;0;Yes;No;2;No
1311;Male;0;Yes;Yes;65;No
1312;Male;0;No;Yes;3;No
1313;Female;0;Yes;Yes;8;No
1314;Female;0;No;No;22;No
1315;Male;0;Yes;Yes;31;No
1316;Female;0;Yes;No;46;No
1317;Male;0;Yes;Yes;2;Yes
1318;Female;0;No;No;11;No
1319;Male;1;No;No;2;Yes
1320;Female;0;Yes;Yes;67;Yes
1321;Male;0;No;No;24;No
1322;Female;0;No;No;61;No
1323;Male;0;Yes;Yes;16;No
1324;Male;0;Yes;No;18;Yes
1325;Female;0;Yes;Yes;3;No
1326;Male;0;No;No;1;Yes
1327;Female;0;Yes;No;28;No
1328;Female;1;No;No;56;Yes
1329;Female;0;No;No;72;No
1330;Female;0;No;No;13;No
1331;Female;0;No;No;9;No
1332;Male;0;No;Yes;39;No
1333;Male;0;No;No;10;Yes
1334;Male;0;No;No;24;No
1335;Female;0;No;No;12;No
1336;Female;0;No;No;5;No
1337;Female;0;Yes;Yes;64;No
1338;Female;0;No;No;53;No
1339;Female;0;Yes;Yes;54;No
1340;Male;0;No;No;1;No
1341;Male;0;Yes;Yes;8;No
1342;Female;0;No;No;5;No
1343;Female;0;Yes;No;68;No
1344;Male;1;No;No;8;Yes
1345;Male;0;Yes;No;43;No
1346;Female;0;No;No;12;No
1347;Male;1;No;No;4;No
1348;Male;0;Yes;Yes;22;No
1349;Male;0;No;Yes;38;Yes
1350;Male;0;Yes;Yes;46;No
1351;Female;0;Yes;Yes;72;No
1352;Female;0;Yes;Yes;71;No
1353;Male;0;Yes;No;72;No
1354;Female;0;No;No;35;No
1355;Female;0;Yes;Yes;65;No
1356;Female;1;Yes;No;42;No
1357;Female;0;Yes;No;12;No
1358;Female;0;No;No;7;Yes
1359;Female;0;Yes;Yes;5;No
1360;Female;1;Yes;No;43;Yes
1361;Male;0;Yes;Yes;1;No
1362;Female;0;Yes;Yes;60;No
1363;Male;0;No;No;56;No
1364;Male;0;No;No;1;No
1365;Female;1;No;No;18;No
1366;Male;0;No;No;17;No
1367;Male;0;No;No;57;No
1368;Male;0;Yes;Yes;50;No
1369;Male;0;No;Yes;35;No
1370;Female;0;Yes;Yes;64;No
1371;Female;1;No;No;59;No
1372;Female;1;No;No;2;Yes
1373;Male;0;No;Yes;30;No
1374;Male;0;Yes;No;4;No
1375;Female;0;No;No;16;Yes
1376;Male;0;Yes;No;11;Yes
1377;Female;0;Yes;Yes;21;Yes
1378;Female;0;No;No;53;No
1379;Female;0;No;No;59;No
1380;Male;0;Yes;No;53;Yes
1381;Female;1;No;No;8;No
1382;Male;1;Yes;No;70;Yes
1383;Female;1;Yes;No;50;No
1384;Male;0;Yes;No;67;No
1385;Female;0;Yes;Yes;23;No
1386;Female;0;Yes;Yes;19;No
1387;Female;0;Yes;Yes;9;No
1388;Female;0;No;No;6;Yes
1389;Female;0;No;No;32;Yes
1390;Male;0;Yes;Yes;44;No
1391;Female;0;No;No;2;Yes
1392;Female;0;No;No;41;No
1393;Male;0;No;Yes;3;No
1394;Male;1;No;No;5;No
1395;Female;0;Yes;Yes;65;Yes
1396;Male;0;Yes;Yes;24;No
1397;Female;0;No;No;31;No
1398;Male;0;No;No;71;No
1399;Female;0;No;No;13;Yes
1400;Female;1;No;No;11;Yes
1401;Male;0;Yes;Yes;43;No
1402;Male;0;No;No;1;Yes
1403;Female;0;No;No;47;No
1404;Male;0;No;No;72;No
1405;Female;0;No;Yes;12;No
1406;Female;0;No;No;71;No
1407;Female;1;No;No;59;No
1408;Female;0;No;Yes;1;No
1409;Female;0;Yes;No;72;No
1410;Male;0;Yes;No;55;No
1411;Female;0;Yes;Yes;55;No
1412;Female;0;No;No;4;Yes
1413;Male;0;No;No;68;No
1414;Male;0;No;No;12;Yes
1415;Female;0;Yes;Yes;59;No
1416;Male;0;No;No;1;Yes
1417;Male;0;Yes;Yes;12;Yes
1418;Female;0;No;No;29;No
1419;Male;0;Yes;Yes;50;No
1420;Male;0;Yes;Yes;72;No
1421;Female;0;Yes;Yes;52;No
1422;Female;0;Yes;No;64;No
1423;Male;1;Yes;No;53;Yes
1424;Male;1;Yes;No;20;No
1425;Female;1;Yes;No;43;Yes
1426;Male;0;Yes;No;72;No
1427;Female;0;Yes;Yes;49;No
1428;Male;1;No;No;43;Yes
1429;Female;0;Yes;Yes;72;No
1430;Female;0;Yes;No;71;No
1431;Female;0;Yes;No;68;No
1432;Male;1;Yes;No;65;No
1433;Female;1;Yes;No;65;No
1434;Male;0;No;No;2;Yes
1435;Male;0;Yes;Yes;58;No
1436;Male;0;No;No;11;Yes
1437;Male;0;No;No;2;Yes
1438;Female;0;No;No;41;Yes
1439;Female;0;No;No;22;No
1440;Female;0;Yes;No;71;Yes
1441;Male;0;Yes;Yes;23;No
1442;Male;1;Yes;No;10;Yes
1443;Female;1;Yes;Yes;28;No
1444;Female;0;Yes;Yes;26;No
1445;Female;0;No;No;53;No
1446;Male;1;Yes;Yes;24;No
1447;Male;1;Yes;No;72;No
1448;Female;0;Yes;No;26;No
1449;Male;0;No;No;44;No
1450;Female;1;Yes;No;72;No
1451;Female;1;Yes;No;70;No
1452;Female;0;No;No;2;No
1453;Male;1;No;No;10;Yes
1454;Female;0;No;No;62;No
1455;Male;0;Yes;No;72;No
1456;Female;0;No;No;19;Yes
1457;Female;0;Yes;No;63;No
1458;Female;0;No;No;13;No
1459;Female;0;Yes;No;63;No
1460;Female;0;Yes;No;55;No
1461;Male;0;Yes;Yes;12;No
1462;Male;0;Yes;No;32;No
1463;Male;0;Yes;Yes;6;Yes
1464;Female;0;No;No;1;No
1465;Male;0;Yes;Yes;45;No
1466;Male;0;Yes;Yes;31;No
1467;Male;0;No;No;69;No
1468;Male;0;No;No;24;Yes
1469;Female;0;Yes;Yes;33;No
1470;Male;0;No;No;62;No
1471;Male;0;Yes;No;71;No
1472;Male;0;No;No;1;No
1473;Female;1;Yes;No;47;No
1474;Male;0;Yes;Yes;53;No
1475;Female;0;No;Yes;12;Yes
1476;Male;0;Yes;No;8;No
1477;Male;0;Yes;Yes;29;Yes
1478;Female;0;Yes;Yes;69;No
1479;Male;0;No;No;48;No
1480;Female;0;No;No;41;No
1481;Female;0;Yes;Yes;3;Yes
1482;Female;1;No;No;63;No
1483;Male;0;No;No;25;No
1484;Male;0;Yes;No;57;No
1485;Female;0;No;Yes;1;Yes
1486;Female;1;No;No;29;Yes
1487;Male;0;Yes;Yes;66;No
1488;Female;0;Yes;Yes;33;No
1489;Male;0;Yes;No;38;No
1490;Female;1;No;No;16;Yes
1491;Female;0;Yes;No;72;No
1492;Female;0;No;No;72;No
1493;Male;0;Yes;Yes;55;No
1494;Female;0;No;No;18;No
1495;Male;0;No;No;1;Yes
1496;Female;0;Yes;Yes;69;No
1497;Male;0;No;Yes;1;Yes
1498;Male;1;No;No;12;No
1499;Male;0;Yes;Yes;55;No
1500;Female;0;No;No;5;Yes
1501;Male;0;No;No;23;Yes
1502;Female;0;No;No;39;No
1503;Female;0;Yes;Yes;9;Yes
1504;Male;0;No;Yes;6;No
1505;Female;0;Yes;Yes;22;Yes
1506;Male;0;No;No;29;No
1507;Female;0;No;Yes;26;No
1508;Male;0;No;No;12;No
1509;Male;0;No;No;13;No
1510;Female;0;Yes;Yes;15;No
1511;Male;0;No;No;31;No
1512;Female;0;Yes;Yes;12;Yes
1513;Male;0;No;No;27;No
1514;Male;1;Yes;No;47;Yes
1515;Female;0;No;No;2;No
1516;Female;0;No;No;7;Yes
1517;Female;0;Yes;Yes;62;No
1518;Female;1;No;No;54;No
1519;Female;0;No;No;62;No
1520;Female;0;Yes;Yes;72;No
1521;Female;0;No;No;14;Yes
1522;Female;0;No;No;12;Yes
1523;Female;0;Yes;Yes;13;No
1524;Female;0;No;No;7;No
1525;Male;1;Yes;Yes;52;No
1526;Male;0;Yes;Yes;31;No
1527;Female;0;Yes;No;16;No
1528;Female;0;No;Yes;1;No
1529;Male;0;Yes;Yes;49;No
1530;Male;0;Yes;No;49;No
1531;Male;0;No;No;62;Yes
1532;Female;0;No;No;1;Yes
1533;Male;0;No;No;52;Yes
1534;Male;0;Yes;No;56;No
1535;Female;0;Yes;Yes;46;No
1536;Male;0;No;No;62;No
1537;Female;0;No;Yes;26;No
1538;Female;0;No;No;33;No
1539;Female;0;No;No;9;No
1540;Male;0;Yes;Yes;72;No
1541;Female;0;No;No;32;No
1542;Male;0;No;No;3;Yes
1543;Female;0;No;No;1;Yes
1544;Male;0;No;No;72;No
1545;Male;0;No;No;3;Yes
1546;Female;0;Yes;Yes;58;No
1547;Male;1;Yes;No;59;No
1548;Male;0;No;Yes;48;No
1549;Female;0;Yes;Yes;39;No
1550;Female;1;No;No;1;Yes
1551;Male;0;No;No;24;No
1552;Female;0;No;No;65;No
1553;Male;0;Yes;No;10;Yes
1554;Female;0;No;No;4;No
1555;Male;0;Yes;Yes;66;No
1556;Male;0;No;No;65;No
1557;Female;1;Yes;No;57;No
1558;Female;0;No;No;7;Yes
1559;Female;0;No;No;39;No
1560;Female;0;Yes;No;68;No
1561;Female;0;No;No;43;Yes
1562;Female;0;No;No;1;No
1563;Male;0;Yes;Yes;63;No
1564;Female;1;No;No;14;No
1565;Male;0;No;Yes;23;No
1566;Male;0;No;No;64;No
1567;Female;0;Yes;No;71;No
1568;Female;0;No;No;18;Yes
1569;Male;0;Yes;Yes;51;No
1570;Male;0;Yes;Yes;35;No
1571;Female;0;Yes;No;57;No
1572;Male;0;Yes;No;54;No
1573;Male;0;Yes;Yes;66;No
1574;Male;1;No;No;1;Yes
1575;Female;0;No;No;60;Yes
1576;Male;0;No;No;5;No
1577;Male;0;Yes;Yes;26;No
1578;Male;1;Yes;No;7;Yes
1579;Male;0;No;No;5;Yes
1580;Male;0;Yes;Yes;71;No
1581;Male;1;No;No;11;No
1582;Male;1;No;No;47;Yes
1583;Female;0;Yes;Yes;8;Yes
1584;Female;0;Yes;No;69;No
1585;Female;0;Yes;No;3;No
1586;Female;0;No;No;4;No
1587;Male;1;Yes;No;71;No
1588;Female;0;No;No;48;No
1589;Male;0;No;Yes;3;No
1590;Male;0;Yes;Yes;67;No
1591;Female;0;Yes;No;51;No
1592;Female;0;No;No;35;No
1593;Male;0;Yes;Yes;15;No
1594;Male;0;No;No;17;No
1595;Female;0;No;No;61;No
1596;Male;1;Yes;No;36;No
1597;Female;0;No;Yes;18;No
